"","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","JURISDICTION_CODE","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lon_Lat"
"11487","07/22/2016","1:00:00","BRONX",49,0,"BAR/NIGHT CLUB","false","45-64","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC","1020943","254814",40.866012164,-73.8673394839999,"POINT (-73.86733948399994 40.86601216400004)"
"11489","05/11/2013","17:55:00","MANHATTAN",14,0,"COMMERCIAL BLDG","false","25-44","M","BLACK","45-64","M","BLACK","986589","213344",40.7522644480001,-73.9915593379999,"POINT (-73.99155933799993 40.75226444800006)"
"11492","06/20/2010","23:09:00","BROOKLYN",70,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","45-64","F","BLACK","996189","172233",40.6394165610001,-73.956983093,"POINT (-73.95698309299998 40.63941656100008)"
"11494","05/23/2010","18:23:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1006002","236536",40.8158938550001,-73.921417272,"POINT (-73.92141727199999 40.81589385500007)"
"11502","09/13/2014","1:11:00","STATEN ISLAND",121,0,"BAR/NIGHT CLUB","false","25-44","M","BLACK","25-44","M","BLACK","947914","172573",40.640283294,-74.130928281,"POINT (-74.13092828099997 40.64028329400003)"
"11504","04/21/2018","2:03:00","MANHATTAN",32,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","998,362","234,740",40.81097984,-73.94902232,"POINT (-73.94902232 40.81097984)"
"11506","04/08/2012","0:29:00","BROOKLYN",61,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","45-64","M","WHITE HISPANIC","1000205","159291",40.6038871490001,-73.9425433179999,"POINT (-73.94254331799993 40.60388714900005)"
"11507","09/18/2010","1:58:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS","false","45-64","M","BLACK","25-44","M","BLACK","1009629","243067",40.833809914,-73.908289194,"POINT (-73.90828919399996 40.83380991400003)"
"11510","12/14/2008","20:00:00","MANHATTAN",26,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK","996343","236150",40.8148528940001,-73.956313353,"POINT (-73.95631335299998 40.814852894000076)"
"11521","06/08/2006","15:23:00","QUEENS",113,0,"NONE","false","25-44","M","BLACK","25-44","F","BLACK","1052883","191592",40.6922946540001,-73.752508052,"POINT (-73.75250805199995 40.69229465400008)"
"11523","05/10/2012","12:35:00","QUEENS",106,0,"HOTEL/MOTEL","true","45-64","M","WHITE","25-44","M","WHITE","1038101","181874",40.665723292,-73.80589,"POINT (-73.80588999999999 40.665723292000045)"
"11531","12/05/2014","17:55:00","QUEENS",113,0,"PVT HOUSE","false","<18","M","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK","1046405","187113",40.680048726,-73.775909194,"POINT (-73.77590919399995 40.680048726000045)"
"11532","12/13/2012","15:01:00","MANHATTAN",7,0,"DRY CLEANER/LAUNDRY","false","18-24","M","BLACK","25-44","M","BLACK","987009","199047",40.713022567,-73.990049299,"POINT (-73.99004929899996 40.713022567000046)"
"11533","09/11/2010","0:47:00","QUEENS",113,0,"PVT HOUSE","false","18-24","M","BLACK","18-24","M","BLACK","1051255","191599",40.6923263420001,-73.7583785859999,"POINT (-73.75837858599994 40.69232634200006)"
"11538","11/03/2009","4:21:00","BROOKLYN",67,0,"BAR/NIGHT CLUB","true","18-24","M","BLACK","25-44","M","BLACK","1003561","178518",40.656654518,-73.930402478,"POINT (-73.93040247799998 40.65665451800004)"
"11541","09/22/2006","21:18:00","BRONX",47,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1030304","261267",40.8836797600001,-73.8334509049999,"POINT (-73.83345090499995 40.883679760000064)"
"11543","11/01/2010","23:20:00","MANHATTAN",6,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","18-24","M","WHITE","984025","204864",40.7289892590001,-74.0008132519999,"POINT (-74.00081325199994 40.72898925900005)"
"11548","05/21/2011","3:37:00","BROOKLYN",62,0,"BAR/NIGHT CLUB","false","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","985851","166755",40.624388507,-73.994234051,"POINT (-73.99423405099996 40.62438850700005)"
"11553","11/24/2015","9:16:00","BRONX",48,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC","1013667","246291",40.8426463260001,-73.8936829209999,"POINT (-73.89368292099994 40.84264632600008)"
"11555","05/03/2006","3:00:00","MANHATTAN",28,0,"NONE","true","25-44","M","BLACK","25-44","M","BLACK","999078","233100",40.8064773250001,-73.946439422,"POINT (-73.94643942199998 40.80647732500007)"
"11564","05/16/2014","14:37:00","BRONX",46,0,"BEAUTY/NAIL SALON","false","25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1011115","250178",40.853323123,-73.9028907439999,"POINT (-73.90289074399993 40.853323123000045)"
"11565","08/26/2012","1:05:00","BRONX",49,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","18-24","M","WHITE HISPANIC","1022084","251879",40.8579516660001,-73.8632308219999,"POINT (-73.86323082199993 40.85795166600008)"
"11568","08/31/2006","22:33:00","QUEENS",100,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1036867","153432",40.5876635700001,-73.810559779,"POINT (-73.81055977899997 40.587663570000075)"
"11569","09/02/2011","3:56:00","QUEENS",113,0,"PVT HOUSE","false","18-24","M","ASIAN / PACIFIC ISLANDER","45-64","M","ASIAN / PACIFIC ISLANDER","1051179","188880",40.6848639130001,-73.7586796539999,"POINT (-73.75867965399993 40.68486391300007)"
"11578","11/24/2011","23:59:00","BROOKLYN",81,0,"MULTI DWELL - PUBLIC HOUS","false","45-64","M","BLACK","18-24","M","BLACK","1003656","187150",40.6803472230001,-73.930035241,"POINT (-73.93003524099998 40.68034722300007)"
"11580","01/23/2015","21:47:00","BROOKLYN",70,0,"BEAUTY/NAIL SALON","false","18-24","M","BLACK","25-44","M","BLACK","996683","172472",40.6400718840001,-73.955202683,"POINT (-73.95520268299998 40.64007188400007)"
"11583","10/14/2016","21:29:00","BROOKLYN",60,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","986229","148311",40.5737633750001,-73.992877757,"POINT (-73.99287775699997 40.573763375000055)"
"11586","12/07/2009","19:19:00","BRONX",47,0,"MULTI DWELL - APT BUILD","false","18-24","F","AMERICAN INDIAN/ALASKAN NATIVE","45-64","M","BLACK","1023883","266396",40.8977884,-73.8566415289999,"POINT (-73.85664152899994 40.89778840000002)"
"11591","01/05/2007","19:51:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","<18","M","BLACK","999880","190399",40.6892724580001,-73.943641654,"POINT (-73.94364165399996 40.68927245800006)"
"11593","12/02/2012","22:30:00","BRONX",52,0,"MULTI DWELL - APT BUILD","false","45-64","M","BLACK HISPANIC","18-24","M","BLACK","1009555","253180",40.8615673190001,-73.908518444,"POINT (-73.90851844399998 40.86156731900007)"
"11601","04/15/2008","6:03:00","MANHATTAN",26,0,"MULTI DWELL - PUBLIC HOUS","false","45-64","M","BLACK HISPANIC","25-44","M","BLACK","997004","236786",40.8165976070001,-73.953924166,"POINT (-73.95392416599998 40.81659760700006)"
"11602","10/08/2008","22:35:00","BROOKLYN",61,0,"LIQUOR STORE","false","18-24","M","BLACK","18-24","M","WHITE","999675","163017",40.614115193,-73.9444434759999,"POINT (-73.94444347599993 40.61411519300003)"
"11611","12/28/2006","1:12:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","25-44","M","BLACK","1012851","182782",40.6683331180001,-73.896902238,"POINT (-73.89690223799995 40.66833311800008)"
"11614","08/27/2012","3:37:00","QUEENS",102,0,"BAR/NIGHT CLUB","true","25-44","M","BLACK","18-24","M","BLACK","1022944","188537",40.6840909210001,-73.860486597,"POINT (-73.86048659699998 40.68409092100007)"
"11618","09/03/2014","20:14:00","BROOKLYN",60,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","18-24","M","WHITE HISPANIC","985897","148507",40.574301425,-73.994072789,"POINT (-73.99407278899997 40.574301425000044)"
"11623","04/29/2009","21:56:00","BROOKLYN",72,0,"GROCERY/BODEGA","false","18-24","M","BLACK","25-44","M","WHITE","978275","172923",40.641316492,-74.021531046,"POINT (-74.02153104599995 40.641316492000044)"
"11626","09/09/2010","2:42:00","BRONX",52,0,"MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1016159","255448",40.867770889,-73.8846327909999,"POINT (-73.88463279099993 40.86777088900004)"
"11633","08/02/2012","18:15:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","25-44","F","BLACK","999061","229912",40.7977271660001,-73.946507862,"POINT (-73.94650786199999 40.79772716600007)"
"11636","09/28/2016","7:24:00","BROOKLYN",79,0,"GROCERY/BODEGA","true","18-24","M","BLACK","45-64","M","WHITE","999264","191808",40.6931409040001,-73.945859731,"POINT (-73.945859731 40.693140904000074)"
"11637","11/07/2017","4:21:00","BROOKLYN",60,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","984113","148364",40.5739090690001,-74.00049459,"POINT (-74.00049458999997 40.57390906900008)"
"11642","08/28/2006","13:00:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","1004580","183838",40.671254457,-73.926713851,"POINT (-73.926713851 40.67125445700003)"
"11649","02/28/2009","2:32:00","BRONX",50,0,"BAR/NIGHT CLUB","false","18-24","M","WHITE","25-44","M","BLACK","1012825","271128",40.9108189450001,-73.8966201269999,"POINT (-73.89662012699995 40.910818945000074)"
"11650","06/05/2008","20:00:00","BROOKLYN",69,2,"MULTI DWELL - PUBLIC HOUS","false","45-64","F","BLACK","45-64","M","BLACK","1016435","169704",40.6324245710001,-73.884045262,"POINT (-73.88404526199997 40.63242457100006)"
"11651","01/06/2018","21:05:00","BRONX",47,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","45-64","F","WHITE HISPANIC","1,024,405","267,090",40.89969085,-73.8547492,"POINT (-73.8547492 40.89969085)"
"11653","03/28/2009","9:19:00","BROOKLYN",81,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","45-64","M","BLACK","1005118","186679",40.6790511090001,-73.9247656209999,"POINT (-73.92476562099995 40.67905110900006)"
"11664","03/21/2017","22:50:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","WHITE HISPANIC","45-64","M","BLACK","1009394","242828",40.8331545990001,-73.9091393109999,"POINT (-73.90913931099993 40.833154599000075)"
"11666","12/04/2006","19:30:00","MANHATTAN",24,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","993870","230203",40.798533058,-73.9652560219999,"POINT (-73.96525602199995 40.79853305800003)"
"11671","05/31/2007","12:53:00","QUEENS",113,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","45-64","M","BLACK","1049729","189530",40.686658854,-73.763901488,"POINT (-73.763901488 40.68665885400002)"
"11674","06/22/2008","1:35:00","QUEENS",113,0,"PVT HOUSE","true","<18","M","BLACK","25-44","M","BLACK","1040891","189441",40.6864755400001,-73.7957696029999,"POINT (-73.79576960299994 40.68647554000006)"
"11682","05/28/2009","15:30:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS","false","45-64","M","BLACK","25-44","M","BLACK","1002600","220917",40.7730316540001,-73.933750461,"POINT (-73.933750461 40.77303165400008)"
"11687","09/01/2008","1:52:00","BRONX",49,0,"GROCERY/BODEGA","false","25-44","M","BLACK","45-64","M","ASIAN / PACIFIC ISLANDER","1020954","255262",40.867241741,-73.86729726,"POINT (-73.86729725999999 40.867241741000036)"
"11688","02/14/2009","13:37:00","BROOKLYN",90,0,"MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","993507","196902",40.7071306390001,-73.966612942,"POINT (-73.96661294199998 40.70713063900007)"
"11694","07/12/2012","12:23:00","BRONX",44,0,"MULTI DWELL - APT BUILD","false","<18","M","BLACK","18-24","M","BLACK","1008846","245939",40.841694933,-73.911108193,"POINT (-73.91110819299998 40.84169493300004)"
"11695","03/22/2018","20:15:00","QUEENS",110,0,"GROCERY/BODEGA","true","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,016,282","211,662",40.74759008,-73.884397,"POINT (-73.884397 40.74759008)"
"11700","09/07/2011","13:30:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","45-64","M","BLACK","997689","184653",40.673504591,-73.951553578,"POINT (-73.95155357799997 40.67350459100004)"
"11701","02/29/2008","9:30:00","BROOKLYN",75,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK","1016689","176666",40.651532827,-73.883096677,"POINT (-73.88309667699998 40.65153282700004)"
"11702","05/29/2007","14:31:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK HISPANIC","1008427","183518",40.67036646,-73.9128469619999,"POINT (-73.91284696199995 40.670366460000025)"
"11703","05/29/2010","0:39:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","F","BLACK","994231","196250",40.7053402650001,-73.964002557,"POINT (-73.96400255699997 40.705340265000075)"
"11709","10/14/2006","2:00:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","true","<18","M","BLACK","18-24","F","BLACK","997697","196545",40.706145383,-73.951501003,"POINT (-73.95150100299998 40.70614538300005)"
"11718","04/11/2010","0:06:00","BROOKLYN",73,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","1006587","182075",40.66641058,-73.919484665,"POINT (-73.91948466499997 40.66641058000005)"
"11725","04/26/2009","21:09:00","BRONX",43,0,"MULTI DWELL - APT BUILD","false","45-64","M","BLACK HISPANIC","45-64","F","BLACK HISPANIC","1022303","245376",40.8401019300001,-73.862476041,"POINT (-73.86247604099998 40.84010193000006)"
"11728","08/05/2015","1:19:00","QUEENS",105,0,"PVT HOUSE","true","25-44","M","BLACK","25-44","M","BLACK","1054174","200066",40.715543594,-73.747764689,"POINT (-73.74776468899995 40.715543594000046)"
"11731","12/14/2015","22:40:00","QUEENS",115,0,"BAR/NIGHT CLUB","false","18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1021994","213268",40.751975606,-73.863773236,"POINT (-73.86377323599999 40.75197560600003)"
"11732","01/02/2014","5:50:00","BROOKLYN",70,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","996184","171355",40.637006644,-73.957002662,"POINT (-73.957002662 40.637006644000046)"
"11734","08/22/2010","1:05:00","BROOKLYN",76,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK HISPANIC","18-24","M","BLACK","987677","188043",40.6828189120001,-73.987645315,"POINT (-73.98764531499995 40.68281891200007)"
"11735","11/07/2014","12:20:00","BRONX",48,0,"GROCERY/BODEGA","true","45-64","M","BLACK HISPANIC","45-64","M","BLACK HISPANIC","1016971","246239",40.8424919770001,-73.881741914,"POINT (-73.88174191399997 40.84249197700007)"
"11738","10/16/2013","17:53:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","F","BLACK","1009450","182401",40.667297692,-73.909163377,"POINT (-73.90916337699997 40.667297692000034)"
"11740","04/18/2008","12:58:00","BROOKLYN",75,0,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1012851","182782",40.6683331180001,-73.896902238,"POINT (-73.89690223799995 40.66833311800008)"
"11747","09/11/2011","2:12:00","BROOKLYN",60,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","984147","150278",40.579162625,-74.000372232,"POINT (-74.00037223199998 40.57916262500004)"
"11749","03/08/2009","16:38:00","BROOKLYN",94,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","F","WHITE","998550","202083",40.7213445350001,-73.948412654,"POINT (-73.94841265399998 40.72134453500007)"
"11750","12/18/2010","0:31:00","MANHATTAN",25,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","<18","M","BLACK","1002313","231159",40.801143793,-73.934759109,"POINT (-73.93475910899997 40.801143793000044)"
"11758","06/09/2015","20:41:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1007753","235353",40.8126423670001,-73.9150955229999,"POINT (-73.91509552299993 40.81264236700008)"
"11760","03/27/2007","6:40:00","MANHATTAN",26,0,"MULTI DWELL - APT BUILD","false","<18","M","BLACK","<18","M","BLACK","997234","235805",40.8139047010001,-73.9530951259999,"POINT (-73.95309512599994 40.81390470100007)"
"11762","01/29/2011","5:15:00","BRONX",44,0,"BAR/NIGHT CLUB","false","18-24","M","BLACK","18-24","M","BLACK HISPANIC","1007314","241257",40.828848333,-73.916661142,"POINT (-73.91666114199995 40.828848333000046)"
"11764","05/21/2016","2:35:00","MANHATTAN",32,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1000767","238054",40.820071677,-73.94032619,"POINT (-73.94032618999995 40.820071677000044)"
"11770","06/25/2013","16:30:00","BROOKLYN",81,0,"MULTI DWELL - PUBLIC HOUS","true","45-64","M","BLACK","18-24","M","BLACK","1005828","187069",40.6801198680001,-73.922204596,"POINT (-73.92220459599997 40.68011986800008)"
"11772","11/21/2008","13:11:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","<18","M","BLACK","1015121","242644",40.8326314120001,-73.888444685,"POINT (-73.88844468499997 40.832631412000076)"
"11782","05/31/2013","6:55:00","QUEENS",103,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","25-44","M","BLACK","1040860","193580",40.697836308,-73.795846598,"POINT (-73.79584659799998 40.69783630800004)"
"11788","08/30/2017","14:30:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","M","BLACK","1014049","184261",40.6723886890001,-73.892577223,"POINT (-73.892577223 40.67238868900005)"
"11795","09/09/2011","12:39:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","18-24","M","BLACK","1009725","215121",40.7571054750001,-73.9080482849999,"POINT (-73.90804828499995 40.75710547500006)"
"11797","02/21/2007","8:43:00","BROOKLYN",69,0,"PVT HOUSE","true","25-44","M","BLACK","25-44","F","BLACK","1015252","173119",40.641802231,-73.888291682,"POINT (-73.888291682 40.641802231000035)"
"11801","06/22/2006","18:47:00","BROOKLYN",73,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK","1009281","181211",40.6640318870001,-73.9097769859999,"POINT (-73.90977698599994 40.66403188700008)"
"11806","04/11/2017","20:59:00","BROOKLYN",90,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","999199","197682",40.7092637690001,-73.946081089,"POINT (-73.94608108899996 40.709263769000074)"
"11813","05/17/2018","16:02:00","MANHATTAN",32,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","1,000,068","237,698",40.81909584,-73.94285249,"POINT (-73.94285249 40.81909584)"
"11818","07/03/2012","0:43:00","BROOKLYN",79,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","<18","M","BLACK","999798","190933",40.69073831,-73.9439361029999,"POINT (-73.94393610299994 40.69073831000003)"
"11825","11/16/2017","23:26:00","MANHATTAN",30,0,"MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK","996585","237959",40.8198177570001,-73.9554357609999,"POINT (-73.95543576099995 40.81981775700007)"
"11826","03/14/2018","5:00:00","BROOKLYN",73,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","<18","F","BLACK","1,009,869","180,290",40.66150226,-73.90766104,"POINT (-73.90766104 40.66150226)"
"11827","02/05/2012","13:47:00","BRONX",52,0,"MULTI DWELL - APT BUILD","false","25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1013734","254081",40.8640273240001,-73.893406511,"POINT (-73.89340651099997 40.86402732400006)"
"11838","02/17/2009","18:30:00","MANHATTAN",23,0,"TELECOMM. STORE","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK","998959","227093",40.7899899440001,-73.946882433,"POINT (-73.94688243299998 40.78998994400007)"
"11839","07/22/2006","4:22:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK","997689","184653",40.673504591,-73.951553578,"POINT (-73.95155357799997 40.67350459100004)"
"11855","07/24/2009","22:25:00","BROOKLYN",77,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1005711","185258",40.6751493680001,-73.922632192,"POINT (-73.922632192 40.67514936800007)"
"11856","09/18/2011","19:55:00","BRONX",43,0,"GROCERY/BODEGA","false","18-24","M","WHITE HISPANIC","45-64","M","WHITE","1021019","238939",40.8224396690001,-73.867151753,"POINT (-73.86715175299997 40.82243966900006)"
"11859","03/03/2007","14:36:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK","998286","189885",40.687864317,-73.9493904839999,"POINT (-73.94939048399993 40.68786431700005)"
"11861","03/07/2013","18:17:00","BRONX",47,0,"MULTI DWELL - APT BUILD","false","18-24","F","BLACK","25-44","M","BLACK","1025718","266114",40.897005967,-73.8500057529999,"POINT (-73.85000575299993 40.89700596700004)"
"11865","03/13/2015","20:26:00","BRONX",52,0,"GROCERY/BODEGA","true","<18","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC","1013790","254576",40.865385761,-73.89320187,"POINT (-73.89320186999998 40.86538576100002)"
"11866","05/10/2018","23:47:00","STATEN ISLAND",120,0,"BAR/NIGHT CLUB","true","25-44","M","BLACK","25-44","M","BLACK","963,050","168,139",40.62816207,-74.07637595,"POINT (-74.07637595 40.62816207)"
"11869","12/12/2010","4:10:00","BROOKLYN",90,0,"BAR/NIGHT CLUB","false","25-44","M","BLACK","25-44","M","BLACK","998647","198407",40.711254637,-73.948070577,"POINT (-73.94807057699995 40.711254637000025)"
"11875","05/16/2017","16:30:00","BRONX",46,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","M","WHITE HISPANIC","1005623","248047",40.847489162,-73.922749825,"POINT (-73.92274982499998 40.847489162000045)"
"11876","05/15/2010","0:11:00","BROOKLYN",73,0,"GROCERY/BODEGA","false","25-44","M","BLACK","18-24","M","BLACK","1009014","179123",40.65830154,-73.910747058,"POINT (-73.91074705799997 40.658301540000025)"
"11877","12/31/2009","22:07:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","WHITE HISPANIC","1009013","236135",40.814785296,-73.910540818,"POINT (-73.91054081799997 40.814785296000025)"
"11881","07/10/2015","0:06:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","1012960","182222",40.6667956910001,-73.896511706,"POINT (-73.89651170599996 40.66679569100006)"
"11882","08/28/2010","0:43:00","BRONX",43,0,"PVT HOUSE","false","18-24","M","BLACK","<18","M","BLACK HISPANIC","1024696","241862",40.8304463910001,-73.853848824,"POINT (-73.85384882399995 40.83044639100007)"
"11889","02/21/2012","21:42:00","BRONX",46,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","1012262","250089",40.8530752790001,-73.898744982,"POINT (-73.898744982 40.85307527900005)"
"11895","02/23/2013","19:35:00","QUEENS",109,0,"PVT HOUSE","false","18-24","M","WHITE HISPANIC","18-24","M","WHITE","1027453","224901",40.783880141,-73.843995507,"POINT (-73.843995507 40.78388014100005)"
"11898","02/08/2013","20:50:00","BROOKLYN",67,0,"GROCERY/BODEGA","true","18-24","M","BLACK","18-24","M","BLACK","1003561","178518",40.656654518,-73.930402478,"POINT (-73.93040247799998 40.65665451800004)"
"11899","03/19/2011","4:45:00","BROOKLYN",76,0,"SOCIAL CLUB/POLICY LOCATI","false","25-44","M","BLACK","25-44","M","BLACK HISPANIC","980350","185279",40.6752321600001,-74.014061387,"POINT (-74.01406138699997 40.675232160000064)"
"11900","04/18/2008","12:58:00","BROOKLYN",75,0,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1012851","182782",40.6683331180001,-73.896902238,"POINT (-73.89690223799995 40.66833311800008)"
"11910","06/13/2009","22:32:00","BROOKLYN",62,0,"MULTI DWELL - APT BUILD","true","25-44","M","WHITE","<18","M","WHITE","983323","164191",40.617350956,-74.003340484,"POINT (-74.00334048399996 40.617350956000045)"
"11912","01/30/2006","22:45:00","BROOKLYN",73,0,"NONE","false","<18","M","BLACK","18-24","M","BLACK","1009534","179225",40.658580037,-73.908872494,"POINT (-73.90887249400001 40.65858003700004)"
"11931","04/21/2006","18:20:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1009167","184323",40.6725739510001,-73.910176398,"POINT (-73.91017639799998 40.67257395100007)"
"11932","08/27/2007","18:14:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","<18","F","BLACK","1000582","185100",40.6747266410001,-73.941123174,"POINT (-73.94112317399998 40.67472664100006)"
"11935","09/14/2007","2:24:00","BROOKLYN",77,0,"BAR/NIGHT CLUB","true","25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1003508","185056",40.67459999,-73.930574822,"POINT (-73.93057482199998 40.67459999000005)"
"11945","12/08/2014","20:00:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1010165","181388",40.664515169,-73.906589923,"POINT (-73.90658992299996 40.664515169000026)"
"11947","03/28/2015","16:02:00","BROOKLYN",73,0,"MULTI DWELL - APT BUILD","false","65+","M","BLACK","45-64","F","BLACK","1007016","182405",40.6673152640001,-73.917937162,"POINT (-73.91793716199999 40.66731526400008)"
"11954","01/02/2009","19:46:00","BRONX",47,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","18-24","F","BLACK","1022270","260274",40.880992555,-73.862510797,"POINT (-73.86251079699997 40.880992555000034)"
"11958","06/02/2018","3:36:00","BRONX",48,0,"MULTI DWELL - APT BUILD","false","25-44","M","WHITE HISPANIC","<18","M","BLACK","1,015,116","249,718",40.85204748,-73.88843019,"POINT (-73.88843019 40.85204748)"
"11960","06/20/2011","2:10:00","BRONX",50,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1011678","259907",40.880024527,-73.9008158139999,"POINT (-73.90081581399994 40.88002452700005)"
"11961","09/01/2014","3:30:00","BROOKLYN",71,0,"PVT HOUSE","false","25-44","M","BLACK","18-24","M","BLACK","997453","181126",40.663824117,-73.952411269,"POINT (-73.95241126899998 40.66382411700005)"
