"","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","JURISDICTION_CODE","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lon_Lat"
"501","08/22/2013","13:25:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1007628","183445",40.670168236,-73.9157274889999,"POINT (-73.91572748899993 40.670168236000045)"
"505","09/08/2006","22:15:00","BRONX",40,0,"MULTI DWELL - APT BUILD","true","<18","M","BLACK","18-24","M","BLACK","1005294","237197",40.8177098290001,-73.923973014,"POINT (-73.92397301399996 40.81770982900008)"
"508","08/27/2013","3:17:00","QUEENS",108,0,"BAR/NIGHT CLUB","false","25-44","M","WHITE HISPANIC","25-44","M","BLACK","996644","209958",40.742962354,-73.955274248,"POINT (-73.95527424799997 40.74296235400004)"
"510","06/08/2006","15:23:00","QUEENS",113,0,"NONE","false","25-44","M","BLACK","45-64","M","BLACK","1052883","191592",40.6922946540001,-73.752508052,"POINT (-73.75250805199995 40.69229465400008)"
"519","10/09/2006","19:41:00","STATEN ISLAND",120,0,"MULTI DWELL - APT BUILD","true","18-24","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC","936722","172119",40.6389841760001,-74.171252305,"POINT (-74.17125230499995 40.63898417600007)"
"529","12/10/2011","7:18:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","F","WHITE HISPANIC","1001933","228925",40.795012839,-73.9361375249999,"POINT (-73.93613752499994 40.79501283900004)"
"530","05/01/2011","2:52:00","STATEN ISLAND",120,0,"BAR/NIGHT CLUB","false","25-44","M","BLACK","18-24","M","BLACK","938881","167697",40.626858064,-74.163443377,"POINT (-74.16344337699996 40.62685806400003)"
"535","10/08/2008","21:31:00","BROOKLYN",88,0,"LIQUOR STORE","false","<18","M","BLACK","45-64","M","BLACK","994504","189583",40.6870405860001,-73.9630280639999,"POINT (-73.96302806399994 40.68704058600008)"
"536","12/17/2008","16:21:00","MANHATTAN",20,0,"SMALL MERCHANT","false","<18","F","BLACK","45-64","M","ASIAN / PACIFIC ISLANDER","989211","222871",40.778412523,-73.98208877,"POINT (-73.98208876999998 40.77841252300004)"
"542","05/08/2010","16:02:00","BRONX",42,0,"MULTI DWELL - APT BUILD","false","<18","M","BLACK","25-44","M","BLACK HISPANIC","1010825","242201",40.831429475,-73.9039706359999,"POINT (-73.90397063599994 40.83142947500005)"
"550","03/31/2006","14:27:00","BROOKLYN",84,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","45-64","F","BLACK","989298","194785",40.701323372,-73.981795711,"POINT (-73.98179571099996 40.70132337200005)"
"551","08/31/2009","0:50:00","BROOKLYN",70,0,"MULTI DWELL - APT BUILD","false","<18","M","BLACK","<18","M","BLACK","995946","172083",40.639005167,-73.957858926,"POINT (-73.95785892599997 40.63900516700004)"
"557","05/01/2017","20:35:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK HISPANIC","1006699","233128",40.8065381010001,-73.918910596,"POINT (-73.918910596 40.80653810100006)"
"562","01/21/2015","22:47:00","MANHATTAN",14,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","F","BLACK HISPANIC","987608","215185",40.7573171990001,-73.98788056,"POINT (-73.98788055999995 40.757317199000056)"
"566","09/28/2013","22:30:00","MANHATTAN",24,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","993964","229442",40.796444217,-73.9649176149999,"POINT (-73.96491761499993 40.796444217000044)"
"573","10/11/2008","3:48:00","MANHATTAN",28,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","996404","232936",40.806031273,-73.956098799,"POINT (-73.95609879899997 40.80603127300003)"
"577","09/04/2011","21:50:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","999614","227020",40.7897884650001,-73.944517181,"POINT (-73.94451718099998 40.78978846500007)"
"579","08/08/2014","19:31:00","BRONX",41,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","WHITE","25-44","M","BLACK HISPANIC","1014665","239909",40.8251262050001,-73.890104903,"POINT (-73.89010490299995 40.82512620500006)"
"590","12/29/2006","19:40:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","25-44","M","BLACK","1001899","221194",40.773793373,-73.936280628,"POINT (-73.93628062799998 40.773793373000046)"
"602","08/16/2007","1:41:00","MANHATTAN",32,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","25-44","M","BLACK","1001990","240545",40.826906394,-73.935900956,"POINT (-73.93590095599995 40.82690639400005)"
"608","01/18/2006","16:08:00","BROOKLYN",90,0,"RESTAURANT/DINER","true","18-24","M","BLACK","18-24","M","WHITE HISPANIC","995734","197465",40.7086733310001,-73.9585795529999,"POINT (-73.95857955299994 40.70867333100006)"
"618","12/31/2011","1:50:00","BRONX",48,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","1013405","251801",40.8577705060001,-73.8946058769999,"POINT (-73.89460587699995 40.85777050600007)"
"634","08/09/2014","23:20:00","BRONX",42,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","1013830","242036",40.8309670450001,-73.893112574,"POINT (-73.89311257399999 40.83096704500009)"
"635","02/02/2008","17:46:00","BRONX",46,0,"DEPT STORE","true","25-44","M","BLACK","<18","M","ASIAN / PACIFIC ISLANDER","1012619","253307",40.8619065820001,-73.897440898,"POINT (-73.89744089799996 40.86190658200008)"
"636","01/19/2006","20:23:00","MANHATTAN",32,0,"NONE","true","25-44","M","BLACK","25-44","M","BLACK","1001065","234582",40.810541447,-73.9392582259999,"POINT (-73.93925822599994 40.81054144700005)"
"637","09/18/2010","1:58:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1009629","243067",40.833809914,-73.908289194,"POINT (-73.90828919399996 40.83380991400003)"
"644","10/08/2007","16:04:00","BRONX",40,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","25-44","M","BLACK HISPANIC","1007333","234402",40.8100332440001,-73.916616065,"POINT (-73.91661606499997 40.810033244000074)"
"647","07/03/2014","16:30:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","<18","M","BLACK","1003062","221181",40.7737552930001,-73.9320817139999,"POINT (-73.93208171399993 40.77375529300008)"
"649","05/21/2012","19:31:00","BROOKLYN",71,0,"SHOE STORE","false","18-24","M","BLACK","<18","M","BLACK","1003343","182730",40.668215999,-73.931176248,"POINT (-73.93117624799999 40.66821599900004)"
"655","05/07/2006","14:29:00","QUEENS",105,0,"NONE","false","25-44","M","BLACK","18-24","M","BLACK","1057466","204039",40.726421843,-73.7358463149999,"POINT (-73.73584631499993 40.726421843000026)"
"660","09/14/2011","17:30:00","QUEENS",105,0,"BAR/NIGHT CLUB","false","25-44","M","BLACK","25-44","M","BLACK","1048644","179806",40.6599767070001,-73.76790659,"POINT (-73.76790658999995 40.659976707000055)"
"673","05/19/2010","10:56:00","BROOKLYN",77,0,"SUPERMARKET","true","25-44","M","BLACK","25-44","M","BLACK","995996","183938",40.671544484,-73.9576581219999,"POINT (-73.95765812199994 40.67154448400004)"
"679","12/10/2015","9:34:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1010363","182581",40.667789106,-73.905871605,"POINT (-73.90587160499997 40.667789106000036)"
"682","09/22/2009","15:22:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1007037","235669",40.8135115740001,-73.9176810389999,"POINT (-73.91768103899994 40.813511574000074)"
"684","07/22/2007","22:02:00","MANHATTAN",7,0,"MULTI DWELL - PUBLIC HOUS","false","<18","M","WHITE HISPANIC","<18","M","WHITE HISPANIC","989183","201182",40.7188816870001,-73.9822057759999,"POINT (-73.98220577599994 40.71888168700008)"
"689","07/17/2018","14:42:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1,001,414","195,664",40.70372082,-73.93809683,"POINT (-73.93809683 40.70372082)"
"691","06/01/2007","10:31:00","BROOKLYN",67,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","M","BLACK","997897","175677",40.6488671330001,-73.9508218999999,"POINT (-73.95082189999994 40.64886713300007)"
"698","07/15/2012","19:56:00","BRONX",42,0,"MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1011125","241994",40.830860412,-73.902887392,"POINT (-73.90288739199997 40.83086041200004)"
"701","08/23/2012","21:03:00","MANHATTAN",25,0,"GROCERY/BODEGA","false","18-24","M","BLACK","18-24","M","BLACK","999400","231576",40.8022938180001,-73.945279726,"POINT (-73.94527972599997 40.80229381800007)"
"704","07/11/2011","4:00:00","BROOKLYN",62,0,"BAR/NIGHT CLUB","false","25-44","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC","985851","166755",40.624388507,-73.994234051,"POINT (-73.99423405099996 40.62438850700005)"
"705","03/14/2018","5:00:00","BROOKLYN",73,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","45-64","M","BLACK","1,009,869","180,290",40.66150226,-73.90766104,"POINT (-73.90766104 40.66150226)"
"712","01/22/2013","1:30:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","1005947","235372",40.812699137,-73.921619736,"POINT (-73.92161973599997 40.81269913700004)"
"724","01/21/2011","17:31:00","BROOKLYN",67,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","999390","177145",40.6528940470001,-73.945438299,"POINT (-73.945438299 40.65289404700008)"
"725","03/29/2007","18:36:00","BRONX",41,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK HISPANIC","18-24","M","BLACK","1011307","235069",40.8118526970001,-73.902257649,"POINT (-73.90225764899996 40.81185269700006)"
"727","04/23/2007","16:00:00","QUEENS",104,0,"PVT HOUSE","false","18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1011796","193499",40.697752173,-73.900661427,"POINT (-73.900661427 40.697752173000026)"
"740","01/05/2011","23:16:00","STATEN ISLAND",123,0,"PVT HOUSE","false","18-24","M","BLACK","18-24","M","WHITE","933238","140434",40.5519960350001,-74.1835664229999,"POINT (-74.18356642299995 40.55199603500005)"
"752","11/30/2007","16:20:00","STATEN ISLAND",120,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","WHITE HISPANIC","936722","172119",40.6389841760001,-74.171252305,"POINT (-74.17125230499995 40.63898417600007)"
"753","09/23/2006","22:37:00","BRONX",43,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK HISPANIC","<18","M","BLACK","1027228","237469",40.8183769120001,-73.8447275359999,"POINT (-73.84472753599994 40.818376912000076)"
"771","11/17/2011","17:43:00","BRONX",46,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","<18","M","BLACK","1005992","249443",40.851319867,-73.921411567,"POINT (-73.92141156699995 40.85131986700002)"
"772","01/07/2014","9:40:00","MANHATTAN",25,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","45-64","M","BLACK","1000318","232713",40.805412948,-73.9419611929999,"POINT (-73.94196119299994 40.805412948000026)"
"773","05/05/2013","1:30:00","MANHATTAN",5,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","984742","198650",40.711933313,-73.998226754,"POINT (-73.99822675399997 40.71193331300003)"
"775","09/24/2017","22:47:00","BRONX",43,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK HISPANIC","25-44","M","BLACK","1022049","238538",40.8213346910001,-73.8634325359999,"POINT (-73.86343253599993 40.82133469100006)"
"776","04/28/2006","2:15:00","MANHATTAN",25,0,"NONE","false","25-44","M","BLACK","25-44","M","BLACK","1001446","234215",40.8095334010001,-73.937882826,"POINT (-73.93788282599996 40.809533401000074)"
"780","03/10/2012","3:15:00","STATEN ISLAND",120,0,"GROCERY/BODEGA","false","18-24","M","BLACK","18-24","M","BLACK","951232","170429",40.6344114670001,-74.118962299,"POINT (-74.11896229899996 40.634411467000064)"
"781","06/28/2010","17:03:00","MANHATTAN",28,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","996726","231664",40.8025395340001,-73.9549380349999,"POINT (-73.95493803499993 40.80253953400006)"
"785","09/09/2007","2:30:00","BRONX",42,0,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1009695","243535",40.835094247,-73.9080489149999,"POINT (-73.90804891499994 40.83509424700002)"
"789","07/10/2007","2:24:00","BROOKLYN",75,0,"PVT HOUSE","false","18-24","M","BLACK","25-44","M","BLACK","1017141","183798",40.671106911,-73.881432957,"POINT (-73.88143295699997 40.67110691100004)"
"793","07/22/2018","14:48:00","BRONX",49,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","WHITE HISPANIC","1,022,930","253,752",40.86308882,-73.86016171,"POINT (-73.86016171 40.86308882)"
"799","11/21/2014","14:23:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","1015572","178302",40.656027308,-73.887114557,"POINT (-73.88711455699998 40.65602730800003)"
"803","05/29/2006","23:33:00","BROOKLYN",63,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1006294","171273",40.636762182,-73.9205761269999,"POINT (-73.92057612699995 40.63676218200004)"
"805","01/08/2014","3:08:00","MANHATTAN",32,0,"BAR/NIGHT CLUB","true","25-44","M","BLACK","25-44","M","BLACK","999488","235746",40.813739163,-73.944952405,"POINT (-73.94495240499998 40.81373916300004)"
"808","06/02/2008","23:30:00","QUEENS",102,0,"PVT HOUSE","false","25-44","M","BLACK","18-24","M","WHITE HISPANIC","1024255","187944",40.6824574450001,-73.855763192,"POINT (-73.85576319199998 40.68245744500007)"
"812","07/03/2018","23:23:00","BROOKLYN",67,0,"MULTI DWELL - APT BUILD","false","<18","M","BLACK","25-44","M","BLACK","1,006,528","180,139",40.66109684,-73.91970373,"POINT (-73.91970373 40.66109684)"
"813","10/28/2010","12:30:00","MANHATTAN",24,0,"MULTI DWELL - APT BUILD","false","45-64","M","BLACK","25-44","M","BLACK","993248","227219",40.7903434400001,-73.967506554,"POINT (-73.96750655399995 40.79034344000007)"
"814","08/06/2008","1:05:00","BROOKLYN",75,0,"FAST FOOD","false","18-24","M","BLACK","18-24","M","BLACK","1020511","182820",40.668409361,-73.8692897509999,"POINT (-73.86928975099994 40.668409361000045)"
"821","06/16/2007","14:35:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","<18","M","BLACK","1000009","192194",40.6941990890001,-73.943172298,"POINT (-73.94317229799998 40.69419908900005)"
"822","12/23/2014","19:00:00","BROOKLYN",66,0,"STORE UNCLASSIFIED","false","18-24","M","WHITE HISPANIC","18-24","M","WHITE","990907","166903",40.62479238,-73.976020338,"POINT (-73.97602033799996 40.62479238000003)"
"824","05/23/2006","23:03:00","MANHATTAN",10,0,"BAR/NIGHT CLUB","true","25-44","M","BLACK","18-24","M","BLACK","982499","211691",40.7477275150001,-74.0063208719999,"POINT (-74.00632087199995 40.74772751500007)"
"825","12/25/2007","3:00:00","BRONX",47,0,"BAR/NIGHT CLUB","false","18-24","M","BLACK","25-44","M","BLACK","1026387","262634",40.887451313,-73.847607787,"POINT (-73.84760778699997 40.88745131300004)"
"830","09/17/2010","22:15:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","F","BLACK","<18","M","BLACK HISPANIC","999614","227020",40.7897884650001,-73.944517181,"POINT (-73.94451718099998 40.78978846500007)"
"831","11/11/2013","0:04:00","BROOKLYN",90,0,"MULTI DWELL - APT BUILD","true","25-44","M","WHITE","25-44","M","WHITE","1001922","198787",40.7122917130001,-73.936256455,"POINT (-73.93625645499998 40.71229171300007)"
"835","01/06/2012","20:57:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1005386","235950",40.8142869440001,-73.92364456,"POINT (-73.92364455999996 40.81428694400006)"
"836","07/25/2010","1:39:00","QUEENS",109,0,"GAS STATION","true","18-24","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER","1030347","215618",40.7583861480001,-73.8336089749999,"POINT (-73.83360897499993 40.758386148000056)"
"837","06/13/2006","20:56:00","BROOKLYN",70,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","M","BLACK","995793","173152",40.641939543,-73.95840838,"POINT (-73.95840837999998 40.64193954300004)"
"851","08/21/2011","3:58:00","BRONX",42,0,"GROCERY/BODEGA","false","18-24","M","BLACK HISPANIC","18-24","M","BLACK","1015437","244318",40.8372249450001,-73.887294992,"POINT (-73.88729499199997 40.83722494500006)"
"855","12/06/2014","17:23:00","BRONX",44,0,"LIQUOR STORE","true","<18","M","BLACK","25-44","M","BLACK","1007500","241369",40.8291552530001,-73.915988655,"POINT (-73.91598865499998 40.82915525300007)"
"858","05/14/2008","12:46:00","BRONX",48,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","18-24","M","BLACK","1011811","246833",40.844139945,-73.900388618,"POINT (-73.90038861799998 40.84413994500005)"
"862","02/13/2007","5:00:00","BROOKLYN",83,0,"BAR/NIGHT CLUB","false","18-24","M","BLACK","18-24","M","WHITE HISPANIC","1001759","194897",40.701614906,-73.9368545299999,"POINT (-73.93685452999993 40.70161490600003)"
"875","06/13/2009","3:45:00","STATEN ISLAND",120,0,"BAR/NIGHT CLUB","false","18-24","M","BLACK","18-24","M","BLACK","945223","168709",40.6296659980001,-74.1406022,"POINT (-74.1406022 40.62966599800007)"
"876","03/02/2008","1:47:00","BRONX",48,0,"BAR/NIGHT CLUB","true","18-24","M","BLACK","25-44","M","BLACK HISPANIC","1018174","244821",40.8385954440001,-73.877401236,"POINT (-73.87740123599998 40.83859544400008)"
"879","03/21/2012","22:10:00","BROOKLYN",67,0,"MULTI DWELL - APT BUILD","true","65+","M","BLACK","25-44","M","BLACK","1004796","180307",40.6615621500001,-73.925945955,"POINT (-73.92594595499997 40.66156215000007)"
"883","10/16/2016","12:55:00","BRONX",44,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","1003610","243521",40.835071256,-73.930038774,"POINT (-73.93003877399997 40.835071256000056)"
"886","07/23/2007","13:00:00","BRONX",50,0,"MULTI DWELL - APT BUILD","true","25-44","M","WHITE","18-24","F","WHITE HISPANIC","1008592","262687",40.8876638070001,-73.911965353,"POINT (-73.91196535299997 40.88766380700008)"
"887","11/19/2008","21:30:00","BRONX",48,0,"PVT HOUSE","false","45-64","M","WHITE HISPANIC","45-64","M","BLACK HISPANIC","1012924","250164",40.853279007,-73.8963516969999,"POINT (-73.89635169699994 40.85327900700002)"
"889","01/14/2011","15:08:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","18-24","M","BLACK","999070","193133",40.6967780490001,-73.946556396,"POINT (-73.94655639599996 40.69677804900005)"
"890","06/26/2010","16:49:00","BRONX",49,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK HISPANIC","1020546","245734",40.841091931,-73.868823978,"POINT (-73.86882397799997 40.841091931000044)"
"891","03/01/2013","4:34:00","BRONX",50,0,"RESTAURANT/DINER","false","25-44","M","BLACK","25-44","M","WHITE HISPANIC","1010401","259175",40.878019292,-73.905436579,"POINT (-73.90543657899997 40.87801929200003)"
"895","04/15/2006","18:53:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1021910","182503",40.6675334270001,-73.86424849,"POINT (-73.86424848999997 40.66753342700008)"
"898","06/30/2017","14:54:00","BRONX",44,0,"HOSPITAL","false","45-64","M","BLACK","25-44","M","WHITE HISPANIC","1008669","246692",40.843762188,-73.911745153,"POINT (-73.91174515299997 40.84376218800003)"
"902","03/11/2010","20:09:00","BRONX",48,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","WHITE HISPANIC","1016058","247615",40.8462720270001,-73.8850351299999,"POINT (-73.88503512999995 40.846272027000055)"
